pos	country_code	source	date	country_code3	region	variable	value	sdr_id	sdr_name	sdr_level
2003	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"contacts not seen"	0	8632	"Port Loko"	ADM2
2004	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"contacts not seen"	0	8633	Pujehun	ADM2
2005	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"contacts not seen"	0	8625	Bo	ADM2
2006	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"contacts not seen"	0	8631	Moyamba	ADM2
2007	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"contacts not seen"	0	8624	Bonthe	ADM2
2008	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"contacts not seen"	0	149745	"Western Area Urban"	ADM2
2009	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"contacts not seen"	0	149746	"Western Area Rural"	ADM2
2010	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"new contacts complete 21 day follow up"	0	0		
2011	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"new contacts complete 21 day follow up"	0	8626	Kailahun	ADM2
2012	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"new contacts complete 21 day follow up"	0	8628	Kenema	ADM2
2013	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"new contacts complete 21 day follow up"	0	8630	Kono	ADM2
2014	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"new contacts complete 21 day follow up"	0	8627	Kambia	ADM2
2015	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"new contacts complete 21 day follow up"	0	8629	Koinadugu	ADM2
2016	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"new contacts complete 21 day follow up"	0	8623	Bombali	ADM2
2017	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"new contacts complete 21 day follow up"	0	8634	Tonkolili	ADM2
2018	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"new contacts complete 21 day follow up"	0	8632	"Port Loko"	ADM2
2019	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"new contacts complete 21 day follow up"	0	8633	Pujehun	ADM2
2020	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"new contacts complete 21 day follow up"	0	8625	Bo	ADM2
2021	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"new contacts complete 21 day follow up"	0	8631	Moyamba	ADM2
2022	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"new contacts complete 21 day follow up"	0	8624	Bonthe	ADM2
2023	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"new contacts complete 21 day follow up"	0	149745	"Western Area Urban"	ADM2
2024	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"new contacts complete 21 day follow up"	0	149746	"Western Area Rural"	ADM2
2025	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"percent contacts seen in last 24h"	0	0		
2026	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"percent contacts seen in last 24h"	0	8626	Kailahun	ADM2
2027	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"percent contacts seen in last 24h"	0	8628	Kenema	ADM2
2028	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"percent contacts seen in last 24h"	0	8630	Kono	ADM2
2029	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"percent contacts seen in last 24h"	0	8627	Kambia	ADM2
2030	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"percent contacts seen in last 24h"	0	8629	Koinadugu	ADM2
2031	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"percent contacts seen in last 24h"	0	8623	Bombali	ADM2
2032	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"percent contacts seen in last 24h"	0	8634	Tonkolili	ADM2
2033	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"percent contacts seen in last 24h"	0	8632	"Port Loko"	ADM2
2034	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"percent contacts seen in last 24h"	0	8633	Pujehun	ADM2
2035	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"percent contacts seen in last 24h"	0	8625	Bo	ADM2
2036	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"percent contacts seen in last 24h"	0	8631	Moyamba	ADM2
2037	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"percent contacts seen in last 24h"	0	8624	Bonthe	ADM2
2038	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"percent contacts seen in last 24h"	0	149745	"Western Area Urban"	ADM2
2039	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"percent contacts seen in last 24h"	0	149746	"Western Area Rural"	ADM2
2040	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"total samples analysed (Lab)"	0	0		
2041	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"total samples analysed (Lab)"	0	8626	Kailahun	ADM2
2042	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"total samples analysed (Lab)"	0	8628	Kenema	ADM2
2043	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"total samples analysed (Lab)"	0	8630	Kono	ADM2
2044	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"total samples analysed (Lab)"	0	8627	Kambia	ADM2
2045	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"total samples analysed (Lab)"	0	8629	Koinadugu	ADM2
2046	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"total samples analysed (Lab)"	0	8623	Bombali	ADM2
2047	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"total samples analysed (Lab)"	0	8634	Tonkolili	ADM2
2048	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"total samples analysed (Lab)"	0	8632	"Port Loko"	ADM2
2049	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"total samples analysed (Lab)"	0	8633	Pujehun	ADM2
2050	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"total samples analysed (Lab)"	0	8625	Bo	ADM2
2051	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"total samples analysed (Lab)"	0	8631	Moyamba	ADM2
2052	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"total samples analysed (Lab)"	0	8624	Bonthe	ADM2
2053	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"total samples analysed (Lab)"	0	149745	"Western Area Urban"	ADM2
2054	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"total samples analysed (Lab)"	0	149746	"Western Area Rural"	ADM2
2055	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"samples tested repeat (Lab)"	0	0		
2056	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"samples tested repeat (Lab)"	0	8626	Kailahun	ADM2
2057	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"samples tested repeat (Lab)"	0	8628	Kenema	ADM2
2058	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"samples tested repeat (Lab)"	0	8630	Kono	ADM2
2059	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"samples tested repeat (Lab)"	0	8627	Kambia	ADM2
2060	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"samples tested repeat (Lab)"	0	8629	Koinadugu	ADM2
2061	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"samples tested repeat (Lab)"	0	8623	Bombali	ADM2
2062	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"samples tested repeat (Lab)"	0	8634	Tonkolili	ADM2
2063	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"samples tested repeat (Lab)"	0	8632	"Port Loko"	ADM2
2064	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"samples tested repeat (Lab)"	0	8633	Pujehun	ADM2
2065	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"samples tested repeat (Lab)"	0	8625	Bo	ADM2
2066	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"samples tested repeat (Lab)"	0	8631	Moyamba	ADM2
2067	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"samples tested repeat (Lab)"	0	8624	Bonthe	ADM2
2068	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"samples tested repeat (Lab)"	0	149745	"Western Area Urban"	ADM2
2069	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"samples tested repeat (Lab)"	0	149746	"Western Area Rural"	ADM2
2070	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"samples tested new (Lab)"	0	0		
2071	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"samples tested new (Lab)"	0	8626	Kailahun	ADM2
2072	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"samples tested new (Lab)"	0	8628	Kenema	ADM2
2073	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"samples tested new (Lab)"	0	8630	Kono	ADM2
2074	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"samples tested new (Lab)"	0	8627	Kambia	ADM2
2075	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"samples tested new (Lab)"	0	8629	Koinadugu	ADM2
2076	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"samples tested new (Lab)"	0	8623	Bombali	ADM2
2077	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"samples tested new (Lab)"	0	8634	Tonkolili	ADM2
2078	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"samples tested new (Lab)"	0	8632	"Port Loko"	ADM2
2079	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"samples tested new (Lab)"	0	8633	Pujehun	ADM2
2080	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"samples tested new (Lab)"	0	8625	Bo	ADM2
2081	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"samples tested new (Lab)"	0	8631	Moyamba	ADM2
2082	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"samples tested new (Lab)"	0	8624	Bonthe	ADM2
2083	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"samples tested new (Lab)"	0	149745	"Western Area Urban"	ADM2
2084	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"samples tested new (Lab)"	0	149746	"Western Area Rural"	ADM2
2085	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"new samples positive (Lab)"	0	0		
2086	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"new samples positive (Lab)"	0	8626	Kailahun	ADM2
2087	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"new samples positive (Lab)"	0	8628	Kenema	ADM2
2088	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"new samples positive (Lab)"	0	8630	Kono	ADM2
2089	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"new samples positive (Lab)"	0	8627	Kambia	ADM2
2090	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"new samples positive (Lab)"	0	8629	Koinadugu	ADM2
2091	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"new samples positive (Lab)"	0	8623	Bombali	ADM2
2092	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"new samples positive (Lab)"	0	8634	Tonkolili	ADM2
2093	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"new samples positive (Lab)"	0	8632	"Port Loko"	ADM2
2094	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"new samples positive (Lab)"	0	8633	Pujehun	ADM2
2095	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"new samples positive (Lab)"	0	8625	Bo	ADM2
2096	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"new samples positive (Lab)"	0	8631	Moyamba	ADM2
2097	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"new samples positive (Lab)"	0	8624	Bonthe	ADM2
2098	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"new samples positive (Lab)"	0	149745	"Western Area Urban"	ADM2
2099	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"new samples positive (Lab)"	0	149746	"Western Area Rural"	ADM2
2100	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"new samples negative (Lab)"	0	0		
2101	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"new samples negative (Lab)"	0	8626	Kailahun	ADM2
2102	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"new samples negative (Lab)"	0	8628	Kenema	ADM2
2103	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"new samples negative (Lab)"	0	8630	Kono	ADM2
2104	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"new samples negative (Lab)"	0	8627	Kambia	ADM2
2105	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"new samples negative (Lab)"	0	8629	Koinadugu	ADM2
2106	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"new samples negative (Lab)"	0	8623	Bombali	ADM2
2107	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"new samples negative (Lab)"	0	8634	Tonkolili	ADM2
2108	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"new samples negative (Lab)"	0	8632	"Port Loko"	ADM2
2109	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"new samples negative (Lab)"	0	8633	Pujehun	ADM2
2110	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"new samples negative (Lab)"	0	8625	Bo	ADM2
2111	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"new samples negative (Lab)"	0	8631	Moyamba	ADM2
2112	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"new samples negative (Lab)"	0	8624	Bonthe	ADM2
2113	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"new samples negative (Lab)"	0	149745	"Western Area Urban"	ADM2
2114	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"new samples negative (Lab)"	0	149746	"Western Area Rural"	ADM2
2115	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"total samples pending (Lab)"	0	0		
2116	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"total samples pending (Lab)"	0	8626	Kailahun	ADM2
2117	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"total samples pending (Lab)"	0	8628	Kenema	ADM2
2118	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"total samples pending (Lab)"	0	8630	Kono	ADM2
2119	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"total samples pending (Lab)"	0	8627	Kambia	ADM2
2120	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"total samples pending (Lab)"	0	8629	Koinadugu	ADM2
2121	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"total samples pending (Lab)"	0	8623	Bombali	ADM2
2122	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"total samples pending (Lab)"	0	8634	Tonkolili	ADM2
2123	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"total samples pending (Lab)"	0	8632	"Port Loko"	ADM2
2124	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"total samples pending (Lab)"	0	8633	Pujehun	ADM2
2125	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"total samples pending (Lab)"	0	8625	Bo	ADM2
2126	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"total samples pending (Lab)"	0	8631	Moyamba	ADM2
2127	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"total samples pending (Lab)"	0	8624	Bonthe	ADM2
2128	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"total samples pending (Lab)"	0	149745	"Western Area Urban"	ADM2
2129	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"total samples pending (Lab)"	0	149746	"Western Area Rural"	ADM2
2130	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"positive rate for corpse"	0	0		
2131	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"positive rate for corpse"	0	8626	Kailahun	ADM2
2132	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"positive rate for corpse"	0	8628	Kenema	ADM2
2133	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"positive rate for corpse"	0	8630	Kono	ADM2
2134	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"positive rate for corpse"	0	8627	Kambia	ADM2
2135	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"positive rate for corpse"	0	8629	Koinadugu	ADM2
2136	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"positive rate for corpse"	0	8623	Bombali	ADM2
2137	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"positive rate for corpse"	0	8634	Tonkolili	ADM2
2138	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"positive rate for corpse"	0	8632	"Port Loko"	ADM2
2139	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"positive rate for corpse"	0	8633	Pujehun	ADM2
2140	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"positive rate for corpse"	0	8625	Bo	ADM2
2141	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"positive rate for corpse"	0	8631	Moyamba	ADM2
2142	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"positive rate for corpse"	0	8624	Bonthe	ADM2
2143	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area urban"	"positive rate for corpse"	0	149745	"Western Area Urban"	ADM2
2144	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Western area rural"	"positive rate for corpse"	0	149746	"Western Area Rural"	ADM2
2145	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	National	"negative rate for corpses"	0	0		
2146	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kailahun	"negative rate for corpses"	0	8626	Kailahun	ADM2
2147	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kenema	"negative rate for corpses"	0	8628	Kenema	ADM2
2148	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kono	"negative rate for corpses"	0	8630	Kono	ADM2
2149	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Kambia	"negative rate for corpses"	0	8627	Kambia	ADM2
2150	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Koinadugu	"negative rate for corpses"	0	8629	Koinadugu	ADM2
2151	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bombali	"negative rate for corpses"	0	8623	Bombali	ADM2
2152	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Tonkolili	"negative rate for corpses"	0	8634	Tonkolili	ADM2
2153	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	"Port Loko"	"negative rate for corpses"	0	8632	"Port Loko"	ADM2
2154	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Pujehun	"negative rate for corpses"	0	8633	Pujehun	ADM2
2155	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bo	"negative rate for corpses"	0	8625	Bo	ADM2
2156	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Moyamba	"negative rate for corpses"	0	8631	Moyamba	ADM2
2157	SL	"Government of Sierra Leone - Ministry of Health & Sanitation SitRep (Vol. 171)"	11/14/14	SLE	Bonthe	"negative rate for corpses"	0	8624	Bonthe	ADM2
