Are_PMTCT	Attribute1	Attribute2	Attribute3	Contacts	County	CreationDate	Creator	Deaths	District	Do_facilit	EditDate	Editor	Facility_I	Funding	GOL_facili	GlobalID	HIV_care_a	Head_Docto	Lat	Lon	Patients	Which_cell	X_PROJ	Y_PROJ	a_TB_diagn	beds	facility_n	facility_t	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
N			0	6409445.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000056	"Private - for profit"	N	26476fd4-a67a-45e8-b7e3-371672f083e7	N/A	"Joseph Teah"	-8.99	7.23	0	Lonestar;Cellcom;Libercell;Comium	501523.48	798798.85	N	N/A	Agape	Clinic	435	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9861999996539,7.2265999997551],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6421842.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000035	IRC	Y	d14df4f3-a718-42b6-b6c8-808fada71e34	N/A	"Stephen Wongbay"	-8.42	7.08	0	Lonestar	564404.86	782820.94	N	N/A	Gbeivonwea	Clinic	436	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4167999997191,7.0816999997415],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6483853.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000047	IRC	Y	4d3698a5-b495-46bb-9498-47ec25edf741	N/A	"Marsu C. Wilson"	-8.56	7.14	0	Lonestar;Cellcom	548263.59	789756.84	N	N/A	Vayenglay	Clinic	437	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5628999996978,7.1446000004268],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	76604885.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000025	IRC	Y	6ec8326a-537e-49ff-b3ee-367c750b68db	N/A	"Phillip S. Nyamu"	-8.62	7.61	0	None	541904.14	840803.56	Y	N/A	Lugbehyee	Clinic	438	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6201000001113,7.6064000000256],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6568220.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000032	IRC	Y	2c13d357-57c7-4155-a35a-323389a36e0c	N	"Romax Zizi"	-8.50	7.26	0	Lonestar;Cellcom	554730.85	803040.64	N/A	10	Karnplay	"Health Center"	439	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5041999998727,7.2646999999146],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	77825593.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000030	IRC	Y	1bd2c824-57e4-456f-b54a-73d7921eadcc	N/A	"Allakemanie B. Sackie"	-8.58	7.34	0	Cellcom	546520.75	811633.20	Y	N/A	Zorgowee	Clinic	440	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5785000003182,7.3424999999861],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	0.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000034	IRC	Y	df29786a-71b4-4d4c-a414-34a610e9fb91	N/A	"Augustine Ndorbor"	-8.45	7.41	0	Cellcom	560286.02	819165.69	N	N/A	Goagortuo	Clinic	441	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4537000002166,7.4104999999283],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6940405.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000018	IRC	Y	9578a1c5-d8ab-4169-93b1-e4c0fba0f44b	N/A	"Patrick M. Daddah"	-8.66	7.25	0	Lonestar;Cellcom	537654.90	801079.20	N	N/A	"Duo Tiayee"	Clinic	442	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6588999997703,7.2470999999133],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
--EMPTY--			0	6484136.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000024	"Faith Based Organization"	Y	8b5769df-9aad-44cc-9520-253b47d91b2f	Y	"John Saah Brimah"	-8.97	7.34	0	Lonestar;Cellcom;Libercell;Comium	503322.10	811456.68	N/A	177	"Ganta Rehabiliation"	"Health Center"	443	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9698999998604,7.3410999997111],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6482771.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000004	IRC	Y	7ed7a3a0-f47e-436b-b121-de79c2ddb671	N/A	"Saye Glayman"	-9.00	7.23	0	Lonestar;Cellcom;Libercell;Comium	499856.49	799152.58	N	N/A	"Ganta Community"	Clinic	444	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0012999996027,7.2297999996895],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	77393222.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000039	IRC	Y	c17c868b-5244-4ad1-8b9d-bc54255b25fc	N/A	"Johnson Paye"	-8.32	7.05	0	Cellcom	574946.06	779131.68	N	N/A	"Beo Yoolar"	Clinic	445	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3214000003651,7.0481999997936],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6542313.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Gbehlageh	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000040	IRC	Y	da428d2a-b56c-41e3-8b69-d6361969bb38	N/A	"Mercy Y. Gongloe"	-8.37	7025799.00	0	Lonestar	570045.58	776648.39	N	N/A	Loguatuo	Clinic	446	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3657999998214,7.0257999997824],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	77080371.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000021	"Private - for profit"	N	b0f4ddf7-5fa4-4798-9acf-2c15bc7072c0	N	Dr.Sawyer	-8.54	7.58	0	Lonestar;Cellcom;Libercell;Comium	550973.77	838424.43	N/A	50	"Arcelor Mittal"	Hospital	447	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5379000000151,7.5847999995871],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6512992.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Sanniquelleh-Mahn	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000017	IRC	Y	0951a3e0-6b4b-43b1-b9bd-d76e48501468	Y	"Cuallau L. Jabbehoul"	-8.71	7.86	0	Lonestar;Cellcom;Libercell;Comium	531537.00	813282.00	N/A	39	"G. W. Harley"	Hospital	448	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7142488776292,7.3575214685972],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6770763.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000044	"MOHSW only"	Y	2f7fba93-83ca-47b4-89b4-a1d2050df482	N/A	"George weamie"	-8.60	6.99	0	None	544446.76	772706.61	N	N/A	Beadatuo	Clinic	449	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5975999995587,6.9903999996355],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6815438.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000050	Equip	Y	b4f59541-8a0e-4a03-a469-c4788189cdc0	N/A	"Dorothy B. Kpangbai"	-8.63	7.08	0	Cellcom	541070.18	782365.82	N	N/A	Wehplay	Clinic	450	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6280999998885,7.0778000000361],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	7709452.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000008	"MOHSW only"	Y	d1468a46-eeb4-4980-ae3b-70c28f04d0ee	N	"Patrick Treka"	-8.73	7.03	0	Lonestar;Cellcom;Libercell;Comium	529797.91	777029.63	N/A	13	Bahn	"Health Center"	451	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7302000004122,7.0296000001976],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
Y			0	6628010.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000007	Equip	Y	5b9778a1-87a4-4ce7-9069-9e08eaa8849c	N/A	"Malue konah"	-8.73	7.11	0	None	529273.58	786237.99	N	N/A	"Payee Comm."	Clinic	452	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7349000003605,7.1129000000658],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	76148934.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000012	"Private - for profit"	N	004c9c84-2bea-4f66-9ca7-0d20f494bde5	N/A	"Gilbert  T. Wehyee"	-8.72	7.02	0	Lonestar;Cellcom;Libercell;Comium	530439.06	776068.24	N	N/A	"Bahn Mission"	Clinic	453	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7243999996301,7.0209000002102],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	77205038.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000027	"Private - for profit"	N	5bf53d03-be34-4b4a-9aa1-7756c39b13bc	N	"Joseph Mah"	-8.55	6.95	0	None	550039.93	768455.53	N/A	32	"Zoegeh Medical Center"	"Health Center"	454	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5470000002941,6.9519000003615],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6906914.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000028	Equip	Y	8e257822-c9d6-4e81-a6cf-5401108b1f1b	N/A	"Henery Z B Nagbe"	-8.60	6.89	0	None	544731.96	762094.15	N	N/A	Gbloulay	Clinic	455	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5950999995732,6.8944000000851],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6530811.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000046	Equip	Y	ae7a85c1-c6e9-4a49-9c31-4e4c24130629	N/A	"Josep K. Bartuah"	-8.42	6.98	0	None	564319.56	771489.21	N	N/A	Lepula	Clinic	456	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4176999998157,6.979199999739],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6929619.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000041	Equip	Y	dce51a2c-5d53-42cb-ba52-95dee8724b6f	N/A	"Lee T. Danno"	-8.34	6.83	0	None	572549.60	755027.57	Y	N/A	Buutuo	Clinic	457	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3434000000974,6.8302000001091],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6715054.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000036	Equip	Y	5cf717fe-9fe9-4cbb-b7e7-1c663cf42543	N/A	"Jerry G.Bahguo"	-8.49	6.73	0	None	556749.83	743444.85	N	N/A	"New Yourpea"	Clinic	458	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4865000003708,6.7256000000189],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
Y			0	6985895.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Zoegeh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000037	Equip	Y	f9691401-f3c6-41a7-9063-1f3e21aed3b4	N/A	"Peter G.Towah"	-8.43	6.72	0	None	563149.25	743142.41	N	N/A	Gblarlay	Clinic	459	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4286000002679,6.7228000001096],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	77114264.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000053	Equip	Y	3d7bfbe4-47a5-48d0-ad4b-f037bc0ab485	N/A	"Stephen P.Sonwabeh"	-8.55	6.82	0	None	549976.05	754249.86	N	N/A	Bonlay	Clinic	460	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5476999998517,6.8234000001108],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	77219419.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000055	Equip	Y	01611c07-97eb-4c51-a672-ca83cd323a77	N/A	"Martin Gweh"	-8.67	6.79	0	Lonestar;Cellcom	536763.12	751011.12	Y	N/A	"Toweh Town"	Clinic	461	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6672999995996,6.7942000000814],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	6330175.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000051	"MOHSW only"	Y	95c1ae24-741a-4f53-904a-0e1d5c1eda23	N/A	"Mary Tomah"	-8.77	6.71	0	Lonestar;Cellcom	525297.69	741497.49	N	N/A	Graie	Clinic	462	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7711000002981,6.7082000004448],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	77371273.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000060	"MOHSW only"	Y	205f843e-4dd4-4f6a-b3bb-45c832d199d3	N/A	"Bueh K. Meanway"	-8.79	6.68	0	Lonestar;Cellcom	523486.74	737881.82	N	N/A	Zuolay	Clinic	463	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7875000001538,6.6754999995806],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
Y			0	6531139.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Yarwein-Mehnsohnneh	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000043	Equip	Y	c0990e76-3339-4691-97bf-805a6e8dd634	Y	"Helena Weh Johnson"	-9.12	6.65	0	None	487078.78	734617.21	N/A	4	Zekepa	"Health Center"	464	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1168999998642,6.6460000001324],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	0		
N			0	6901394.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000052	Equip	Y	bdcc0a7f-42f5-49bc-aa6e-93f389e43da2	N/A	"Harrison L. L. Garwon"	-8.87	6.74	0	None	513835.96	745141.35	N	N/A	Zuaplay	Clinic	465	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8747999997629,6.7411999996709],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
Y			0	6480402.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000009	Equip	N	d5dc9b7e-1202-4bec-b597-b1af81dd1d01	N/A	"G.Samuel Biago"	-8.87	6.50	0	Lonestar;Cellcom	514484.09	717925.32	Y	N/A	"Mid Baptist"	Clinic	466	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8690000003214,6.4950000002477],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	6810795.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	Y	"0000-00-00 00:00:00"	davidjhealy	LR33-000049	Equip	N	e2eedc60-c5c7-4e30-8c62-67f9ac9dc3d5	N/A	"Lawrence Doe"	-8.86	6.49	0	Lonestar;Cellcom;Comium	515070.30	717151.67	N	N/A	Consolata	Clinic	467	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8636999999526,6.4879999999189],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	6320410.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000011	Equip	Y	217230b2-147d-49c1-a34d-38697b9136f5	N/A	"Julius W.Monwan"	-8.70	6.48	0	Lonestar	533314.73	715921.43	N	N/A	Dialah	Clinic	468	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6987000003152,6.4767999999331],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	763000725.00	Nimba	"0000-00-00 00:00:00"	davidjhealy	0	Tappita	N	"0000-00-00 00:00:00"	davidjhealy	LR33-000013	Equip	Y	4450d35f-bfc1-4003-833f-250cfeaa7739	N/A	"Hunphery Totoe"	-8.57	6.57	0	None	547414.93	726223.53	N	N/A	Zodru	Clinic	469	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5711000004152,6.5699000003277],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77138	Tappita	ADM2
N			0	6850020.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000012	AHA	Y	9a53adb2-5bdd-4853-901f-bfdf6221df7c	N/A	"Grace M. Doe"	-9.72	5.57	0	Lonestar;Cellcom	420377.13	615366.53	N	N/A	"Timbo Compound"	Clinic	470	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7189000000408,5.5668000000064],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
N			0	6319730.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Morweh	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000017	AHA	Y	a83f2227-a499-4e9a-bd4e-fab74837830b	N/A	"Lawrence z.larway"	-9.62	5.90	0	None	430983.71	652111.59	N	N/A	"Kayah Community"	Clinic	471	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6235000004109,5.8992999998197],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77132	Morweh	PPL
N			0	77315608.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Morweh	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000004	AHA	Y	44405cbd-239f-43fc-b6ac-58fb6dece8f0	N/A	"James flomo"	-9.32	6.15	0	None	464418.58	680128.27	N	N/A	Boegeesay	Clinic	472	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.3216000003293,6.1529999997813],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77132	Morweh	PPL
N			0	6424230.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Morweh	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000005	AHA	Y	450b6066-b409-4120-83e6-7e915f3f98e1	N/A	"Marcus y. Gboco"	-9.28	6.26	0	None	469414.60	691953.72	N	N/A	Gozohn	Clinic	473	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.2764999997135,6.2600000000041],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77132	Morweh	PPL
N			0	6748158.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000003	AHA	Y	203f3faa-3180-423c-a255-6e0a05796687	N/A	"J. Wesseh othello"	-9.23	5.85	0	None	474694.23	647026.38	N	N/A	Zammie	Clinic	474	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.2285999995936,5.8535999997955],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
Y			0	6547210.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	Y	"0000-00-00 00:00:00"	davidjhealy	LR36-000001	AHA	Y	3b5b7fa1-c6b2-4124-a8bf-04c67bc8c9e5	Y	"Geoffrey D. Obasi"	-9.58	5.47	0	Lonestar;Cellcom	435740.32	604670.88	N/A	37	"St. Francis"	Hospital	475	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5800999999539,5.4702000000453],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
N			0	6634704.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Morweh	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000007	AHA	Y	4e8b5760-00da-4edf-b358-500119617447	N/A	"Alfred Larblah"	-9.41	6.09	0	None	454300.71	673204.02	N	N/A	Larkpazee	Clinic	476	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4130000000625,6.0903000004251],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77132	Morweh	PPL
N			0	6969997.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000016	AHA	Y	af92e2b9-e2eb-4f8a-bbca-3f551c136664	N/A	"Famata Kamara"	-9.64	5.74	0	None	429270.04	634403.68	N	N/A	Gbediah	Clinic	477	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6388000000517,5.7390999996036],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
N			0	6490134.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000015	AHA	Y	3e15c35c-e18d-4822-a92a-e7f7555060a6	N/A	"Cyrus wreyou"	-9.42	5.87	0	None	453695.50	648552.94	N	N/A	"Dorbor Community"	Clinic	478	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4182999998057,5.8673000002481],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
N			0	6323638.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	N	"0000-00-00 00:00:00"	davidjhealy	LR36-000014	AHA	Y	36e3d995-8cce-402b-99d7-8a9ca7546671	N/A	"Wesary S. Wolopa"	-9.50	5.69	0	None	444390.27	628673.43	Y	N/A	Neezuin	Clinic	479	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.5022000000705,5.6873999996638],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
Y			0	6769108.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	Y	"0000-00-00 00:00:00"	davidjhealy	LR36-000011	AHA	Y	7ebeb0aa-63ce-4c7a-972f-4bbd6e0c450e	N/A	"Flomo S. Yougie"	-9.62	5.66	0	None	431276.27	626033.03	Y	N/A	"Charile Town"	Clinic	480	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6206000000022,5.6634000001697],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
Y			0	77989104.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Timbo	Y	"0000-00-00 00:00:00"	davidjhealy	LR36-000013	AHA	Y	90de313a-9941-4e22-b3e3-674e8dd0f83c	N/A	"Martha M. Faah"	-9.62	5.52	0	Lonestar;Cellcom	431492.17	610191.40	N	N/A	"OBS Mission"	Clinic	481	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6185000003592,5.5201000002816],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	7532	Timbo	ADM1
N			0	6931714.00	"River Cess"	"0000-00-00 00:00:00"	davidjhealy	0	Morweh	Y	"0000-00-00 00:00:00"	davidjhealy	LR36-000006	AHA	Y	4afbc99e-55e8-4aa0-83e1-e56ff1b7bee7	N/A	"Thorlia Donarwolo"	-9.20	6.27	0	None	477556.37	692922.79	N	N/A	Kangbo	Clinic	482	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.2028999996673,6.2688000003017],\""crs\"":{\""type\"":\""name\"",\""properties\"":{\""name\"":\""EPSG:4326\""}}}"""	LR	77132	Morweh	PPL
